,P4,Cz,F8,T7
2000,7.701076533443942,-0.5845605896619404,-2.3873082783361816,0.7921876878138818
2001,16.789691965034717,9.589493268506752,6.939005845414739,2.4728953188793383
2002,19.779299191826716,13.890479594793996,9.068441624076543,2.3978083278738804
2003,20.452378420247552,12.354149337609943,6.270814926864097,-0.1465157005426917
2004,22.919905983325943,8.375658080089318,3.554272153270513,-1.5405405786483448
2005,26.671075712938453,5.316452038328896,2.884355930111939,-0.061510095245413954
2006,28.00802954366627,2.797731074256153,0.1371470468206133,-0.6519598538396356
2007,27.235749298583087,0.6415246180387554,-4.996184097850242,-5.374895738124374
2008,28.853236789525933,0.5266128698518915,-7.7324463758802535,-8.8561570096877
2009,32.12251559581794,2.9546830899777623,-6.250014727914132,-6.645555539308586
2010,30.33893665893741,3.650898403762543,-3.3069570263972543,-4.928642792278977
2011,23.208619184470653,-0.055814741358032105,-3.129118982814112,-7.452251901578924
2012,19.337752592718054,-0.7498640679573464,-2.948978318075141,-6.128899077823723
2013,20.577193875907287,4.197056286381857,0.6246303376048227,-0.09103771470011315
2014,19.83136730281431,7.944926671961121,3.9333885372448805,2.362301520221646
2015,16.16683131965361,7.871234211603307,3.9961239521863208,0.0895599633075676
2016,13.223935383206314,6.007400982624481,2.938424546134657,-2.1799312233126695
2017,11.794601453915869,5.568203031068847,2.1925342255607214,-2.9113970154217004
2018,10.22631705293506,6.986147120933472,0.5269811124578925,-2.813754786350756
2019,6.358380855717824,6.7812286684757,-1.9714532994417908,-1.0969616444195829
2020,1.4783959741937198,4.679385700968512,-4.775589327332447,1.505998383605573
2021,-1.411068619412351,3.2326251509342345,-5.489023539758612,3.5063228260314188
2022,-0.833325795464691,4.408195530887953,-2.3993787297244564,5.653701606190079
2023,3.124029958366317,7.061023755087313,1.138530819543253,7.454704627639303
2024,9.071716661159666,7.4551390998639455,1.9655632677862043,7.222747295532291
2025,14.445305130136669,5.6661721208598355,1.3696057989554045,4.799653191274174
2026,16.98369396615704,2.9044014014776374,0.33943605055138937,-0.1330617436992041
2027,17.13495384740587,-0.3418951161633085,-1.1605334909666192,-6.300751425542047
2028,18.053173308999465,-2.6941059957939593,-0.8442295550806609,-9.529841816671667
2029,21.080265983368264,-3.93013919081619,0.928810534065768,-8.651407044060367
2030,23.42337813407974,-3.920677367993689,0.9050554425466255,-6.995894679062419
2031,22.801562415167876,-3.0510796941376603,-0.06842065527087526,-7.374886195007298
2032,19.851419453412138,-2.731746084061319,-0.057927255891832785,-7.927892032739097
2033,16.78439001082649,-0.9534968363164916,0.2990405014458012,-5.693335072145658
2034,13.99646454420731,3.042124505005785,0.20309839514717098,-3.0620978796881655
2035,11.186679657313782,6.054495423278175,0.2074621775774006,-2.6036817730280784
2036,9.465390786507756,7.849020132035882,1.280236200080058,-2.408910108156597
2037,8.722940722753085,10.103002913560045,2.6057251938078516,-1.7960316077377108
2038,7.854357487536764,12.638207873812343,3.1640675859431044,-0.9925045186735892
2039,5.562648310335374,14.435853486187625,3.955886550749729,0.5316468788718172
2040,3.319833827066728,16.662033444171723,6.1151556148444755,3.1204347255559277
2041,3.609814001112907,18.36031986474736,7.512609386126342,6.35234183402755
2042,5.00636951535211,16.041771925924465,5.158040650587744,6.952025122666263
2043,5.962100184769614,10.515857557461223,0.5762665695895064,4.685555065338005
2044,8.012376130344729,5.56504224753406,-2.85922614819542,2.4438326766526295
2045,11.890763433560885,2.6801165910048472,-4.263250746029647,-0.4092484135437865
2046,14.521743508135868,-0.7457492511652779,-3.9613851062566274,-6.007150262059858
2047,15.57593296177904,-6.346688811770239,-3.594443793013119,-12.537054646857253
2048,18.38306747024261,-11.027466662364734,-3.2464026983561043,-15.109752939977712
2049,22.649719013343613,-11.536945874799978,-1.4281670400779853,-13.025883701370384
2050,24.841468466825802,-9.562231845040396,-0.42806184309535394,-9.222060923986474
2051,22.681882531813514,-8.30362050872764,-1.6661622768710969,-5.482184070759532
2052,16.810001948194344,-7.336018759830589,-2.2355701774731616,-2.348865626102595
2053,9.614529714602732,-5.496888572390605,-1.2866377014730306,-0.6947686113892333
2054,3.3238040855262856,-3.0983521060780306,-0.26041676536016334,-0.5099675033372494
2055,-0.016952251423898126,0.8039839876298617,1.7553597086781614,0.8500512125198365
2056,-0.830036815733034,4.841976145073404,4.226667254076745,3.896504051976199
2057,-2.021362802698606,5.824298569072303,4.534633841166586,6.366545016750905
2058,-3.1543371441546713,5.725842712620973,4.235437583903783,6.8024018470536145
2059,-2.7322031037897982,6.612060915563388,4.547079605674165,6.500778930431411
2060,-2.0234433409691226,7.206913588675535,4.73833330096383,7.898404777380565
2061,-1.4605113346947063,7.5342011811806335,6.2760580860305275,10.948276202452387
2062,-1.438142678474958,7.254756023546512,7.7234838038069,12.751919704782033
2063,-4.546697877113393,3.862602751814452,5.324934419620315,10.06913274260835
2064,-8.424455881936678,-1.5412938718389295,1.9315788515398482,4.836375103979705
2065,-5.826849396653512,-3.470890539129754,2.8638136627638473,2.2974597877381977
2066,3.8226889763589598,-1.1419494477971583,5.296793943420553,3.8405227505915924
2067,13.167428416247013,0.7915510733947718,5.206344251324267,5.435960159273704
2068,17.96782558515638,1.912909130747142,4.398024193393545,5.27527376643388
2069,18.911537300907,3.1588512938937474,3.4223127547868195,4.64080667633918
2070,16.645216468243063,1.6017455196488444,1.8815239436470752,1.4014243197068488
2071,13.001127641969859,-3.5459449337332134,0.24348744180765705,-5.7442938698378425
2072,10.879872528277302,-8.995808163586293,-1.194424798269674,-12.040367802953682
2073,9.610832183653052,-11.50799512465942,-0.9217299235546769,-13.171836451178013
2074,7.982836902287727,-9.880150221609735,0.7153853320747288,-10.750094464071523
2075,7.33353503935295,-6.134618058622344,3.0996153785664697,-6.409939271358332
2076,6.50769903521627,-2.8640339858972,4.2641613696797585,-2.044728736362494
2077,4.341077042383213,0.9216270382447825,2.640919641813796,-0.29831807648864894
